"fft_ccf_mean","fft_ccf_sd","fft_ccf_range","x_mean","x_sd","x_range","y_mean","y_sd","y_range","actual.matching"
"1",0.98527006943902,0.0267561409164564,0.141139855075822,-0.888888888888889,1.68654808542314,12,-0.916666666666667,0.43915503282684,3,1
"2",0.990091942558497,0.0116762391020187,0.0442144093777261,-0.388888888888889,1.535815795833,7,-1.05555555555556,0.232310684145723,1,1
"3",0.98528994169329,0.0194924924449259,0.0811183424851044,-1.66666666666667,1.17108008753824,4,-1.41666666666667,0.874234358902528,3,1
"4",0.991498160050915,0.0100909766980556,0.0366212399036482,-0.888888888888889,0.398409536444798,2,-1.27777777777778,0.741084576284211,3,1
"5",0.955902335747637,0.0499300852540332,0.272549886124359,-0.527777777777778,1.05522133388785,5,-4.02777777777778,4.78381862479344,13,1
"6",0.966582034415648,0.0366163200522669,0.182680269437576,-1.05555555555556,0.333333333333333,2,-4,4.73889679747754,13,1
"7",0.996992820910516,0.00380150780560801,0.0161415186343655,-1.02777777777778,0.166666666666667,1,-0.944444444444444,0.333333333333333,2,1
"8",0.955378160381966,0.0528404594307227,0.234739863009428,-1.58333333333333,1.48082988315915,6,1.91666666666667,4.79508677114994,12,1
"9",0.987261126980761,0.0144075227319724,0.0544120595883071,-1.66666666666667,1.35224680756563,4,-0.916666666666667,0.368394198806504,2,1
"10",0.98941380638139,0.00802107155368137,0.0320141832094716,-0.75,0.7319250547114,3,-1.02777777777778,0.166666666666667,1,1
"11",0.968399065976006,0.0245424666227461,0.119648091501088,-0.555555555555556,1.62910044317969,9,0.0833333333333333,2.60082404523753,10,1
"12",0.988826587415108,0.00855401832761768,0.0344237543572455,-0.361111111111111,1.60628725020114,7,-1,0,0,1
"13",0.984678516835502,0.0170153719174454,0.0759348285159918,-1,0.861891607371335,7,-1.41666666666667,1.0522085616183,5,1
"14",0.928396672675728,0.0639767360518853,0.296546496421435,-0.611111111111111,1.5543078896644,8,-4.97222222222222,7.35812907552344,25,1
"15",0.981328717708896,0.018646473514979,0.0712868599879025,-0.805555555555556,0.624245576422084,3,-1,0,0,1
"16",0.994394220447512,0.00472496598308673,0.019793216267238,-1.13888888888889,0.833333333333333,5,-1.05555555555556,0.232310684145723,1,1
"17",0.909905091658877,0.0789791712046941,0.369897274451334,-0.25,2.58981521679499,11,-7.41666666666667,10.8189648303338,33,1
"18",0.966552656301915,0.024333108302075,0.115582132687356,-0.75,0.937321411561386,5,-2.75,3.28089708986517,10,1
"19",0.91217188536928,0.0861553334945873,0.384852088841671,-2.19444444444444,6.15429905232081,44,3.66666666666667,9.55884033611968,27,1
"20",0.906265354051127,0.0889727355269679,0.391702483250268,-2.55555555555556,6.38947547341696,43,4.05555555555556,10.2062850228795,30,1
"21",0.957626998640248,0.0461400385548489,0.218244724138681,-1.05555555555556,0.333333333333333,2,1.72222222222222,5.4960303134489,17,1
"22",0.981652548326575,0.0299017497824585,0.162027469331219,-1.16666666666667,0.560611910581388,3,-0.861111111111111,0.798311710612833,5,1
"23",0.933840777363176,0.0834753491111176,0.445240172421557,-1.52777777777778,1.18288053040294,5,1.75,6.21691241694782,21,1
"24",0.983963414542047,0.0189848896340855,0.070646437472859,-1.13888888888889,0.424451092775988,2,-0.361111111111111,1.53348860497472,6,1
"25",0.991888073554505,0.00867142453312383,0.0359419545386395,-0.861111111111111,1.04615698843168,6,-1.27777777777778,0.881917103688197,4,1
"26",0.976091245388258,0.0166655197227133,0.0773603066333675,0.833333333333333,3.34236870668521,10,-1.36111111111111,1.22247472139282,6,1
"27",0.991138303647522,0.0107632766535668,0.0515764838582702,-0.472222222222222,1.36247906638935,7,-0.972222222222222,0.166666666666667,1,1
"28",0.988648654148133,0.0144121621930149,0.0727331104829781,-1.13888888888889,0.48713610757322,2,-0.972222222222222,0.166666666666667,1,1
"29",0.986117948629978,0.0238779106550228,0.14322574801976,-0.972222222222222,0.166666666666667,1,-0.972222222222222,0.166666666666667,1,1
"30",0.990975623765976,0.0122828634191427,0.0706445232400709,-0.972222222222222,0.166666666666667,1,-0.944444444444444,0.333333333333333,2,1
"31",0.983191194809986,0.0139356776585245,0.0548500750585775,-1.63888888888889,1.57030984709165,7,-0.722222222222222,0.94449112863144,4,1
"32",0.99106939393366,0.00987911870580185,0.0378709496166517,-1.27777777777778,0.814550221589844,3,-1.25,0.874234358902528,4,1
"33",0.983747633613899,0.0115904147761166,0.0559919748825041,-1.27777777777778,0.848902185551975,4,-0.0833333333333333,1.76270895417901,6,1
"34",0.990467830751386,0.00969218084550423,0.0359999346507739,-1.52777777777778,1.44392542567843,5,-1,0,0,1
"35",0.992247134938466,0.00978268349507131,0.0542300988717984,-1.41666666666667,1.13073932830314,6,-1.11111111111111,0.666666666666667,4,1
"36",0.979093778030731,0.0194452691060302,0.105891964547962,-1.02777777777778,0.291411452967509,2,-1.86111111111111,1.47653605785932,5,1
"37",0.988551471561436,0.00956757453700511,0.0407019072376961,-1.02777777777778,0.166666666666667,1,-0.611111111111111,0.802772971919486,3,1
"38",0.950613965055873,0.0388520578645771,0.167257193767027,-1.22222222222222,0.929242736582893,4,-3.55555555555556,4.39769059162676,13,1
"39",0.984858143475889,0.0183855010432702,0.0866572850312745,-0.527777777777778,1.31987252871764,5,-1.05555555555556,0.232310684145723,1,1
"40",0.990437404472413,0.0067381081720747,0.0245764366036092,-0.833333333333333,0.560611910581388,2,-1.55555555555556,1.31897025731536,4,1
"41",0.975462603243564,0.0136984821881708,0.0518030058243081,-0.0277777777777778,2.36021925266169,10,-0.861111111111111,0.592947975447511,3,1
"42",0.970034589194085,0.0202348104766218,0.0850689155567044,-0.138888888888889,2.19288170194613,10,-2.02777777777778,2.59104072980184,10,1
"43",0.98735681834227,0.0143226720861896,0.0522474948246855,-1.02777777777778,0.166666666666667,1,-1.13888888888889,0.76168151491206,5,1
"44",0.97005343022378,0.033469867701673,0.156074426758137,-1.80555555555556,1.47007180474666,5,-1.38888888888889,1.15332507566546,5,1
"45",0.995460992694522,0.00528606205506764,0.0208581352511017,-1,0,0,-1,0,0,1
"46",0.973146908900118,0.0398755758899914,0.146106551243569,-1.19444444444444,0.709907215041694,3,-1.97222222222222,5.26164619058718,33,1
"47",0.964090075923285,0.0377502693228531,0.152332224376079,-0.861111111111111,0.86694134841251,6,-0.138888888888889,6.58202217202403,41,1
"48",0.995045638001019,0.00607153868807427,0.0253744559474964,-1.05555555555556,0.232310684145723,1,-1.02777777777778,0.166666666666667,1,1
"49",0.938379803191926,0.0441741044762734,0.192889236003337,-1,0.925820099772551,6,-5.02777777777778,6.86808815614905,19,1
"50",0.988801859386826,0.0135227929873684,0.0547853469763202,-0.888888888888889,0.522509208546484,3,-1,0,0,1
"51",0.973061946427346,0.0189969464390049,0.0831876715051327,-0.694444444444444,1.06420847700988,5,-0.0833333333333333,1.76270895417901,6,1
"52",0.994248176957169,0.0105695636088162,0.0483733711357839,-0.916666666666667,0.769972170183535,6,-1.02777777777778,0.166666666666667,1,1
"53",0.984988332110727,0.0260120357576532,0.139446816620475,-1.13888888888889,1.7752710501744,13,-1.13888888888889,0.682548910974896,4,1
"54",0.97842826739589,0.0316034473559296,0.183281900136744,-0.611111111111111,2.34554626933414,15,-0.694444444444444,0.821825301020129,3,1
"55",0.983022643138448,0.027152206491516,0.114902968456978,-0.861111111111111,0.592947975447511,3,-1.33333333333333,1.53063945554044,9,1
"56",0.976778416846378,0.0335552575555194,0.148862512768016,-0.75,0.769972170183535,4,-1.69444444444444,2.4356805378661,13,1
"57",0.970955930996228,0.0213987787673662,0.0921650663690914,0.111111111111111,1.96799793521636,6,-0.166666666666667,2.13139793160666,7,1
"58",0.976368957152692,0.0305246497360995,0.118423631481031,-1.27777777777778,0.659485128657679,2,-1.97222222222222,5.54197546579666,35,1
"59",0.972280371503195,0.0392424256516391,0.158675097420336,-1.05555555555556,0.410187723187772,2,-2.33333333333333,6.5813589564987,41,1
"60",0.961846383875999,0.0310692120234711,0.124464846588129,-1.88888888888889,1.87887166410022,6,-2.58333333333333,3.18366365775568,11,1
"61",0.99098842260319,0.00732439031968527,0.03101970414297,-0.916666666666667,0.368394198806504,2,-1.30555555555556,0.749073501808141,3,1
"62",0.964281230656378,0.0298994738211382,0.155689635698395,-0.638888888888889,1.17480157054659,6,0.0277777777777778,2.24863274154523,7,1
"63",0.988049163720484,0.0112983631755084,0.0480944330005212,-1.47222222222222,1.84369367011072,10,-1,0,0,1
"64",0.994984323189648,0.00512003509661787,0.0245897112690163,-0.861111111111111,0.592947975447511,3,-1,0,0,1
"65",0.989921358332692,0.0113427179050126,0.0514556003694966,-1,0.632455532033676,4,-0.972222222222222,0.166666666666667,1,1
"66",0.978769553515746,0.0214274654454091,0.103128185937848,-1.97222222222222,3.18466065571569,16,-0.611111111111111,1.15332507566546,5,1
"67",0.934398363307405,0.0599157672412803,0.262505027086426,-2.11111111111111,2.93528073885157,14,-6.52777777777778,7.84669579636135,22,1
"68",0.989040425688544,0.0118499013195886,0.0388498450105115,-1.55555555555556,1.62910044317969,7,-0.944444444444444,0.410187723187772,3,1
"69",0.946549132815229,0.0445942465937737,0.208905100299563,-3.80555555555556,4.46458729140104,16,-3.08333333333333,3.20156211871642,10,1
"70",0.974621549713772,0.0375696345394394,0.133760931556762,-0.777777777777778,0.897969490767479,5,-0.888888888888889,0.522509208546484,3,1
"71",0.971855515556568,0.0401991031771103,0.215922652154115,-0.944444444444444,0.531544619519079,4,-1.19444444444444,0.624245576422084,3,1
"72",0.967574766764417,0.0311503562560667,0.171318675918874,0.333333333333333,2.34216017507648,8,-0.472222222222222,1.6298310361351,7,1
"73",0.964723518041318,0.0403636412767569,0.163092918461516,-4.27777777777778,4.96623520017851,22,-1.80555555555556,1.73731228288237,6,1
"74",0.974612462531217,0.0318560699218804,0.110630470175695,-0.444444444444444,2.93203434441437,19,-0.861111111111111,0.682548910974896,4,1
"75",0.983776275761001,0.0190161475379291,0.0680303880408555,-0.583333333333333,1.51892819354401,9,-1.25,0.769972170183535,3,1
"76",0.945358530431082,0.0725925749097913,0.346759901576332,0.583333333333333,2.69788276775909,10,-0.805555555555556,0.576662537832728,2,1
"77",0.982370207935492,0.034787985284245,0.201883588510553,-0.916666666666667,0.368394198806504,2,-0.777777777777778,0.48468611999998,2,1
"78",0.973687986089392,0.0376554376352306,0.215913685849034,-0.472222222222222,1.42400062421959,8,-0.666666666666667,0.717137165600636,3,1
"79",0.973416921937646,0.0210899155332599,0.0785016639083815,-0.972222222222222,0.940702203101829,6,-2.33333333333333,2.72554057547699,12,1
"80",0.95576699234742,0.0316094580134737,0.148677013312086,-0.333333333333333,2.47270817410501,11,-4.72222222222222,5.50641761226252,16,1
"81",0.939954665210856,0.0467803492595305,0.206495260248117,-0.166666666666667,2.89334211102465,15,-4.75,5.7885354673823,17,1
"82",0.988165304048765,0.0135229551873603,0.0664509727025109,-1.05555555555556,0.232310684145723,1,-1,0,0,1
"83",0.985173622211648,0.0147037007287634,0.0588197878303992,-1.88888888888889,1.89401731441441,7,-1,0,0,1
"84",0.975215948657782,0.0231107940509323,0.118728218711076,-1.52777777777778,2.03520600727875,11,-0.388888888888889,1.37898052980718,5,1
"85",0.990266252897117,0.00812536090787899,0.0348376564288692,-0.777777777777778,0.760116950066092,3,-0.944444444444444,0.333333333333333,2,1
"86",0.939327166688427,0.0449956269134808,0.164212600407531,-0.416666666666667,2.6117864712546,14,-4.27777777777778,6.26377846311,20,1
"87",0.989344860406812,0.0148466201669769,0.0616558839733177,-0.916666666666667,0.368394198806504,2,-0.916666666666667,0.280305955290694,1,1
"88",0.99384902278521,0.00621930112478849,0.0321430075484127,-1.16666666666667,0.560611910581388,3,-0.944444444444444,0.333333333333333,2,1
"89",0.948130325767646,0.0332340153015123,0.129507075703191,-0.833333333333333,1.63007449435382,11,-4.83333333333333,7.14142842854285,21,1
"90",0.994192277926702,0.00664752342557868,0.0324168671805236,-1.02777777777778,0.166666666666667,1,-1,0,0,1
"91",0.938584742974055,0.0526179863208408,0.208027673279216,-1.13888888888889,0.592947975447511,3,3.5,7.28795483755805,21,1
"92",0.96614932611783,0.0363294487013956,0.164920744517821,-1.16666666666667,1,6,-2.38888888888889,3.0263393991306,12,1
"93",0.982800027596533,0.0135503591390144,0.055953311148804,-1.05555555555556,1.45296631451356,12,-1.02777777777778,0.376913109434379,3,1
"94",0.99077915602773,0.00992781749071645,0.0517055314819284,-1.11111111111111,0.464621368291446,2,-1.11111111111111,0.318727629155838,1,1
"95",0.99283026524875,0.00799376382138714,0.036461442676563,-1.05555555555556,0.410187723187772,3,-1.02777777777778,0.166666666666667,1,1
"96",0.966325758922796,0.0232692165578495,0.108298905908167,-1.13888888888889,1.57030984709165,11,-3.13888888888889,4.00109112102313,13,1
"97",0.9869467079426,0.0132874290999848,0.059931078791905,-0.972222222222222,0.166666666666667,1,-1,0,0,1
"98",0.9593548183001,0.0430130940484485,0.204215083324848,-0.388888888888889,1.41981443008339,6,-0.833333333333333,0.50709255283711,2,1
"99",0.960207276414073,0.0422463481929783,0.196801532169919,-0.888888888888889,0.398409536444798,2,-0.277777777777778,1.76653189063626,7,1
"100",0.990518471593685,0.0145864593206738,0.084906265228162,-1.36111111111111,0.86694134841251,3,-0.972222222222222,0.166666666666667,1,1
